actions begin - 75668.8
walking start - 75677.4
step 1 - 76907.6
step 2 - 78146.8
step 3 - 79392.8
step 4 - 80636.7
step 5 - 81876.8
step 6 - 83114.8
idle begin - 83125.6
idle end - 145244
walking start - 145253
step 1 - 146496
step 2 - 147737
step 3 - 148973
step 4 - 150219
step 5 - 151465
idle begin - 151476
idle end - 203244
walking start - 203259
step 1 - 204508
step 2 - 205757
step 3 - 207009
step 4 - 208258
step 5 - 209510
step 6 - 210764
step 7 - 212021
step 8 - 213278
step 9 - 214534
step 10 - 215787
step 11 - 217051
step 12 - 218307
step 13 - 219562
step 14 - 220814
step 15 - 222074
idle begin - 222082
idle end - 377370
walking start - 377378
step 1 - 378590
step 2 - 379803
step 3 - 381018
step 4 - 382234
step 5 - 383437
step 6 - 384649
step 7 - 385860
step 8 - 387070
step 9 - 388282
idle begin - 388291
idle end - 481504
headbutt begin - 481512
headbutt end - 485931
idle begin - 485934
idle end - 525094
walking start - 525109
step 1 - 526313
step 2 - 527517
step 3 - 528725
step 4 - 529930
step 5 - 531136
step 6 - 532333
step 7 - 533539
step 8 - 534740
step 9 - 535937
step 10 - 537132
idle begin - 537145
idle end - 640653
walking start - 640669
step 1 - 641860
step 2 - 643054
step 3 - 644254
step 4 - 645450
step 5 - 646649
step 6 - 647843
step 7 - 649033
step 8 - 650233
step 9 - 651430
step 10 - 652635
step 11 - 653833
step 12 - 655035
step 13 - 656237
step 14 - 657446
step 15 - 658653
idle begin - 658662
idle end - 813987
walking start - 813996
step 1 - 815210
step 2 - 816420
step 3 - 817637
step 4 - 818861
step 5 - 820091
step 6 - 821316
step 7 - 822549
step 8 - 823781
step 9 - 825019
step 10 - 826249
idle begin - 826260
idle end - 929800
sit begin - 929805
sit end - 931717
wait begin - 932761
wait end - 933788
stand start - 933796
stand end - 938292
idle begin - 940203
idle end - 1.02397e+06
walking start - 1.02399e+06
step 1 - 1.02524e+06
step 2 - 1.0265e+06
step 3 - 1.02778e+06
step 4 - 1.02904e+06
step 5 - 1.03031e+06
idle begin - 1.03032e+06
idle end - 1.08213e+06
walking start - 1.08214e+06
step 1 - 1.08337e+06
step 2 - 1.08459e+06
step 3 - 1.08582e+06
step 4 - 1.08703e+06
step 5 - 1.08824e+06
step 6 - 1.08945e+06
step 7 - 1.09066e+06
step 8 - 1.09188e+06
step 9 - 1.09309e+06
step 10 - 1.09431e+06
step 11 - 1.09554e+06
step 12 - 1.09676e+06
step 13 - 1.09799e+06
step 14 - 1.09921e+06
step 15 - 1.10044e+06
idle begin - 1.10045e+06
idle end - 1.25572e+06
sit begin - 1.25572e+06
sit end - 1.25766e+06
wait begin - 1.25866e+06
wait end - 1.25975e+06
stand start - 1.25976e+06
stand end - 1.2642e+06
idle begin - 1.26615e+06
idle end - 1.34992e+06
walking start - 1.34992e+06
step 1 - 1.35115e+06
step 2 - 1.35239e+06
step 3 - 1.35363e+06
step 4 - 1.35486e+06
step 5 - 1.3561e+06
step 6 - 1.35734e+06
step 7 - 1.35857e+06
step 8 - 1.3598e+06
step 9 - 1.36102e+06
step 10 - 1.36224e+06
step 11 - 1.36346e+06
step 12 - 1.36467e+06
step 13 - 1.36588e+06
idle begin - 1.36588e+06
idle end - 1.50046e+06
sit begin - 1.50047e+06
sit end - 1.50241e+06
wait begin - 1.50331e+06
wait end - 1.50438e+06
stand start - 1.50439e+06
stand end - 1.50876e+06
idle begin - 1.51067e+06
idle end - 1.59444e+06
walking start - 1.59445e+06
step 1 - 1.59569e+06
step 2 - 1.59694e+06
step 3 - 1.59819e+06
step 4 - 1.59944e+06
step 5 - 1.60068e+06
step 6 - 1.60193e+06
step 7 - 1.60318e+06
step 8 - 1.60442e+06
step 9 - 1.60566e+06
step 10 - 1.60689e+06
step 11 - 1.60813e+06
step 12 - 1.60935e+06
step 13 - 1.61057e+06
step 14 - 1.61179e+06
idle begin - 1.6118e+06
idle end - 1.75674e+06
walking start - 1.75676e+06
step 1 - 1.75797e+06
step 2 - 1.75918e+06
step 3 - 1.7604e+06
step 4 - 1.76161e+06
step 5 - 1.76283e+06
step 6 - 1.76404e+06
idle begin - 1.76406e+06
idle end - 1.82621e+06
walking start - 1.82622e+06
step 1 - 1.82747e+06
step 2 - 1.82872e+06
step 3 - 1.82996e+06
step 4 - 1.83121e+06
step 5 - 1.83245e+06
step 6 - 1.83369e+06
step 7 - 1.83492e+06
step 8 - 1.83616e+06
step 9 - 1.83739e+06
idle begin - 1.8374e+06
idle end - 1.93062e+06
