actions begin - 65317.6
walking start - 65329.7
step 1 - 66540.8
step 2 - 67756.2
step 3 - 68969.7
step 4 - 70172.6
step 5 - 71381.2
step 6 - 72589.6
step 7 - 73800.4
step 8 - 75012.3
step 9 - 76219.5
step 10 - 77429.4
step 11 - 78640.4
step 12 - 79848.6
step 13 - 81049.4
step 14 - 82256.8
idle begin - 82264.5
idle end - 227218
sit begin - 227225
sit end - 229137
wait begin - 230130
wait end - 231212
stand start - 231220
stand end - 235668
idle begin - 237636
idle end - 321349
walking start - 321357
step 1 - 322581
step 2 - 323812
step 3 - 325044
step 4 - 326282
step 5 - 327516
step 6 - 328763
step 7 - 330011
step 8 - 331259
step 9 - 332506
idle begin - 332518
idle end - 425689
sit begin - 425700
sit end - 427666
wait begin - 428562
wait end - 429636
stand start - 429644
stand end - 434100
idle begin - 436013
idle end - 519786
walking start - 519796
step 1 - 521041
step 2 - 522291
step 3 - 523532
step 4 - 524762
step 5 - 525988
step 6 - 527189
idle begin - 527204
idle end - 589293
walking start - 589301
step 1 - 590516
step 2 - 591725
step 3 - 592939
step 4 - 594152
step 5 - 595358
step 6 - 596572
step 7 - 597782
step 8 - 598996
step 9 - 600211
step 10 - 601426
idle begin - 601434
idle end - 704947
sit begin - 704954
sit end - 706860
wait begin - 707859
wait end - 708926
stand start - 708940
stand end - 713403
idle begin - 715324
idle end - 799090
walking start - 799100
step 1 - 800310
step 2 - 801525
step 3 - 802746
step 4 - 803973
step 5 - 805205
step 6 - 806449
step 7 - 807698
step 8 - 808946
step 9 - 810181
step 10 - 811419
step 11 - 812661
idle begin - 812669
idle end - 926586
sit begin - 926596
sit end - 928515
wait begin - 929502
wait end - 930579
stand start - 930589
stand end - 935110
idle begin - 937064
idle end - 1.02076e+06
sit begin - 1.02076e+06
sit end - 1.02271e+06
wait begin - 1.0237e+06
wait end - 1.02477e+06
stand start - 1.02478e+06
stand end - 1.02923e+06
idle begin - 1.03119e+06
idle end - 1.11492e+06
walking start - 1.11493e+06
step 1 - 1.11617e+06
step 2 - 1.1174e+06
step 3 - 1.11864e+06
step 4 - 1.11989e+06
step 5 - 1.12113e+06
idle begin - 1.12114e+06
idle end - 1.17287e+06
walking start - 1.17288e+06
step 1 - 1.17412e+06
step 2 - 1.17535e+06
step 3 - 1.17659e+06
step 4 - 1.17783e+06
step 5 - 1.17907e+06
step 6 - 1.1803e+06
step 7 - 1.18154e+06
step 8 - 1.18277e+06
step 9 - 1.184e+06
step 10 - 1.18523e+06
step 11 - 1.18647e+06
step 12 - 1.1877e+06
step 13 - 1.18895e+06
step 14 - 1.19019e+06
step 15 - 1.19143e+06
idle begin - 1.19144e+06
idle end - 1.34676e+06
walking start - 1.34677e+06
step 1 - 1.34801e+06
step 2 - 1.34924e+06
step 3 - 1.35047e+06
step 4 - 1.3517e+06
step 5 - 1.35293e+06
step 6 - 1.35417e+06
step 7 - 1.35541e+06
step 8 - 1.35665e+06
step 9 - 1.35788e+06
step 10 - 1.35912e+06
idle begin - 1.35913e+06
idle end - 1.46264e+06
sit begin - 1.46264e+06
sit end - 1.46457e+06
wait begin - 1.46558e+06
wait end - 1.46665e+06
stand start - 1.46667e+06
stand end - 1.47115e+06
idle begin - 1.47311e+06
idle end - 1.55685e+06
walking start - 1.55686e+06
step 1 - 1.55809e+06
step 2 - 1.55932e+06
step 3 - 1.56055e+06
step 4 - 1.56177e+06
step 5 - 1.56299e+06
step 6 - 1.56421e+06
idle begin - 1.56422e+06
idle end - 1.62632e+06
sit begin - 1.62633e+06
sit end - 1.62825e+06
wait begin - 1.62926e+06
wait end - 1.63025e+06
stand start - 1.63026e+06
stand end - 1.63474e+06
idle begin - 1.63667e+06
idle end - 1.72038e+06
walking start - 1.72039e+06
step 1 - 1.7216e+06
step 2 - 1.7228e+06
step 3 - 1.72402e+06
step 4 - 1.72522e+06
step 5 - 1.72643e+06
step 6 - 1.72763e+06
step 7 - 1.72884e+06
step 8 - 1.73003e+06
step 9 - 1.73122e+06
idle begin - 1.73124e+06
idle end - 1.82443e+06
walking start - 1.82444e+06
step 1 - 1.82563e+06
step 2 - 1.82683e+06
step 3 - 1.82802e+06
step 4 - 1.82921e+06
step 5 - 1.83041e+06
step 6 - 1.8316e+06
step 7 - 1.83279e+06
step 8 - 1.83397e+06
step 9 - 1.83516e+06
step 10 - 1.83635e+06
step 11 - 1.83752e+06
step 12 - 1.8387e+06
step 13 - 1.83987e+06
step 14 - 1.84104e+06
idle begin - 1.84105e+06
idle end - 1.98596e+06
