actions begin - 77858.2
walking start - 77866.5
step 1 - 79074.6
step 2 - 80291.6
step 3 - 81506.4
step 4 - 82716.5
step 5 - 83932.2
step 6 - 85146.8
step 7 - 86356.6
step 8 - 87564.6
step 9 - 88777.8
step 10 - 89986.2
step 11 - 91196.3
step 12 - 92409.8
step 13 - 93613.4
step 14 - 94821.1
step 15 - 96036.7
idle begin - 96045.3
idle end - 251298
sit begin - 251307
sit end - 253210
wait begin - 254202
wait end - 255277
stand start - 255289
stand end - 259774
idle begin - 261701
idle end - 345482
walking start - 345494
step 1 - 346710
step 2 - 347930
step 3 - 349148
step 4 - 350373
step 5 - 351593
step 6 - 352821
step 7 - 354049
step 8 - 355285
step 9 - 356516
step 10 - 357754
step 11 - 358989
step 12 - 360227
step 13 - 361464
step 14 - 362698
step 15 - 363931
idle begin - 363938
idle end - 519245
walking start - 519259
step 1 - 520491
step 2 - 521725
step 3 - 522965
step 4 - 524194
step 5 - 525422
step 6 - 526659
step 7 - 527892
step 8 - 529120
step 9 - 530349
step 10 - 531587
idle begin - 531595
idle end - 635124
walking start - 635133
step 1 - 636374
step 2 - 637610
step 3 - 638844
step 4 - 640085
step 5 - 641322
step 6 - 642561
step 7 - 643797
step 8 - 645037
step 9 - 646275
step 10 - 647513
step 11 - 648748
step 12 - 649987
step 13 - 651226
idle begin - 651234
idle end - 785788
walking start - 785797
step 1 - 787041
step 2 - 788284
step 3 - 789530
step 4 - 790773
step 5 - 792011
step 6 - 793254
step 7 - 794499
step 8 - 795740
step 9 - 796988
step 10 - 798237
step 11 - 799483
step 12 - 800728
step 13 - 801973
idle begin - 801981
idle end - 936572
walking start - 936581
step 1 - 937827
step 2 - 939074
step 3 - 940314
step 4 - 941548
step 5 - 942788
step 6 - 944024
step 7 - 945250
step 8 - 946478
step 9 - 947713
step 10 - 948933
step 11 - 950157
step 12 - 951393
step 13 - 952618
step 14 - 953845
step 15 - 955067
idle begin - 955076
idle end - 1.11038e+06
sit begin - 1.11039e+06
sit end - 1.11236e+06
wait begin - 1.11326e+06
wait end - 1.11434e+06
stand start - 1.11435e+06
stand end - 1.11881e+06
idle begin - 1.12072e+06
idle end - 1.20444e+06
walking start - 1.20445e+06
step 1 - 1.20566e+06
step 2 - 1.20686e+06
step 3 - 1.20807e+06
step 4 - 1.20929e+06
step 5 - 1.2105e+06
step 6 - 1.21171e+06
idle begin - 1.21172e+06
idle end - 1.27381e+06
headbutt begin - 1.27382e+06
headbutt end - 1.27821e+06
idle begin - 1.27822e+06
idle end - 1.31744e+06
walking start - 1.31745e+06
step 1 - 1.31866e+06
step 2 - 1.31987e+06
step 3 - 1.32108e+06
step 4 - 1.32228e+06
step 5 - 1.32349e+06
step 6 - 1.32471e+06
step 7 - 1.32592e+06
step 8 - 1.32713e+06
idle begin - 1.32714e+06
idle end - 1.40999e+06
walking start - 1.40999e+06
step 1 - 1.41121e+06
step 2 - 1.41242e+06
step 3 - 1.41363e+06
step 4 - 1.41483e+06
step 5 - 1.41603e+06
step 6 - 1.41724e+06
step 7 - 1.41844e+06
step 8 - 1.41966e+06
step 9 - 1.42088e+06
step 10 - 1.42209e+06
step 11 - 1.42332e+06
step 12 - 1.42453e+06
step 13 - 1.42575e+06
idle begin - 1.42576e+06
idle end - 1.5603e+06
walking start - 1.56031e+06
step 1 - 1.56153e+06
step 2 - 1.56274e+06
step 3 - 1.56395e+06
step 4 - 1.56517e+06
step 5 - 1.56639e+06
step 6 - 1.56759e+06
step 7 - 1.56881e+06
step 8 - 1.57003e+06
step 9 - 1.57124e+06
step 10 - 1.57246e+06
idle begin - 1.57248e+06
idle end - 1.676e+06
sit begin - 1.676e+06
sit end - 1.67795e+06
wait begin - 1.67891e+06
wait end - 1.67994e+06
stand start - 1.67995e+06
stand end - 1.68441e+06
idle begin - 1.68631e+06
idle end - 1.77004e+06
walking start - 1.77005e+06
step 1 - 1.77126e+06
step 2 - 1.77247e+06
step 3 - 1.77368e+06
step 4 - 1.77489e+06
step 5 - 1.77613e+06
step 6 - 1.77736e+06
step 7 - 1.7786e+06
step 8 - 1.77983e+06
step 9 - 1.78107e+06
step 10 - 1.7823e+06
step 11 - 1.78353e+06
step 12 - 1.78476e+06
idle begin - 1.78477e+06
idle end - 1.90897e+06
