actions begin - 108915
walking start - 108932
step 1 - 110131
step 2 - 111332
step 3 - 112529
step 4 - 113724
step 5 - 114909
step 6 - 116091
step 7 - 117275
step 8 - 118452
step 9 - 119627
step 10 - 120804
idle begin - 120812
idle end - 122088
sit begin - 122093
sit end - 124086
wait begin - 125002
wait end - 126065
stand start - 126073
stand end - 130537
idle begin - 132472
idle end - 133578
walking start - 133586
step 1 - 134763
step 2 - 135941
step 3 - 137110
step 4 - 138283
step 5 - 139453
step 6 - 140627
step 7 - 141806
step 8 - 142994
step 9 - 144180
step 10 - 145372
idle begin - 145385
idle end - 146693
walking start - 146705
step 1 - 147912
step 2 - 149115
step 3 - 150329
step 4 - 151537
step 5 - 152740
step 6 - 153934
step 7 - 155125
idle begin - 155133
idle end - 156077
sit begin - 156084
sit end - 158002
wait begin - 158932
wait end - 159940
stand start - 159949
stand end - 164493
idle begin - 166388
idle end - 167422
walking start - 167436
step 1 - 168633
step 2 - 169862
step 3 - 171100
step 4 - 172340
step 5 - 173566
step 6 - 174794
idle begin - 174802
idle end - 175604
walking start - 175614
step 1 - 176822
step 2 - 178027
step 3 - 179226
step 4 - 180428
step 5 - 181620
idle begin - 181629
idle end - 182325
sit begin - 182332
sit end - 184291
wait begin - 185292
wait end - 186361
stand start - 186372
stand end - 190828
idle begin - 192748
idle end - 193801
walking start - 193812
step 1 - 195018
step 2 - 196217
step 3 - 197413
step 4 - 198604
step 5 - 199793
step 6 - 200981
step 7 - 202171
step 8 - 203356
step 9 - 204541
step 10 - 205736
step 11 - 206925
step 12 - 208110
step 13 - 209299
idle begin - 209307
idle end - 211029
walking start - 211045
step 1 - 212232
step 2 - 213414
turning start - 213419
turnstep 1 - 215381
turnstep 2 - 217178
turnstep 3 - 218899
turnstep 4 - 220618
turnstep 5 - 222346
turnstep 6 - 224094
turnstep 7 - 225867
turnstep 8 - 227642
turnstep 9 - 229389
turnstep 10 - 231206
turning end - 231217
step 3 - 232429
step 4 - 233638
step 5 - 234852
step 6 - 236062
idle begin - 236075
idle end - 236873
walking start - 236882
step 1 - 238105
step 2 - 239333
step 3 - 240556
step 4 - 241781
step 5 - 243012
step 6 - 244243
step 7 - 245481
step 8 - 246718
step 9 - 247964
step 10 - 249209
step 11 - 250452
step 12 - 251700
step 13 - 252950
idle begin - 252964
idle end - 254619
walking start - 254633
step 1 - 255886
step 2 - 257145
step 3 - 258404
step 4 - 259659
step 5 - 260915
step 6 - 262165
idle begin - 262173
idle end - 263005
headbutt begin - 263019
headbutt end - 267420
idle begin - 267428
idle end - 267988
sit begin - 267996
sit end - 269974
wait begin - 270857
wait end - 271898
stand start - 271908
stand end - 276443
idle begin - 278372
idle end - 279481
headbutt begin - 279493
headbutt end - 283867
idle begin - 283875
idle end - 284426
walking start - 284436
step 1 - 285674
step 2 - 286916
step 3 - 288158
step 4 - 289404
step 5 - 290653
step 6 - 291917
step 7 - 293176
step 8 - 294442
step 9 - 295706
step 10 - 296971
step 11 - 298233
step 12 - 299502
step 13 - 300772
step 14 - 302037
idle begin - 302045
idle end - 303829
walking start - 303838
step 1 - 305116
step 2 - 306395
step 3 - 307676
step 4 - 308957
step 5 - 310237
step 6 - 311517
step 7 - 312804
step 8 - 314084
step 9 - 315365
step 10 - 316646
step 11 - 317916
step 12 - 319189
step 13 - 320461
step 14 - 321740
turning start - 321745
turnstep 1 - 323546
turnstep 2 - 325358
turnstep 3 - 327173
turnstep 4 - 328996
turnstep 5 - 330804
turnstep 6 - 332601
turnstep 7 - 334396
turnstep 8 - 336187
turnstep 9 - 337969
turnstep 10 - 339819
turning end - 339827
step 15 - 341068
idle begin - 341076
idle end - 343003
